tipo_de_emprendimiento,idea_negocio,barrio,estrato,comuna_ciudadano,fecha_de_beneficio,monto_del_credito,línea_credito
servicio,restaurante,villatina,2,8.0,2017-08-08,7377000.0,microempresarial
industria,fabrica de,cabecera san antonio,2,80.0,2017-05-03,7300000.0,microempresarial
comercio,variedades,santa lucia,3,12.0,2017-08-24,22000000.0,juridica y cap.semilla
comercio,tienda de helados,manrique central no. 1,2,4.0,2016-12-07,6890000.0,microempresarial
comercio,legumbreria,la libertad,1,8.0,2016-09-23,6890000.0,microempresarial
industria,fabrica de calzado,manrique central no. 1,3,4.0,2017-07-07,7000000.0,microempresarial
comercio,cafeteria,san pablo,2,1.0,2019-02-13,8200000.0,microempresarial
agropecuaria,distribuidora de,robledo,3,7.0,2017-10-25,7377000.0,microempresarial
comercio,tienda,robledo,1,7.0,2018-04-03,2000000.0,microempresarial
servicio,peluqueria,manrique oriental,1,3.0,2018-06-18,5000000.0,microempresarial
industria,fabrica de,doce de octubre no.1,2,6.0,2018-06-05,7800000.0,microempresarial
industria,fabrica de colchones,jardin botanico,1,4.0,2019-02-04,7800000.0,microempresarial
comercio,restaurante,moravia,2,4.0,2017-02-07,7000000.0,microempresarial
comercio,comidas rapidas,manrique oriental,1,3.0,2018-05-10,5000000.0,microempresarial
industria,fabrica de,san diego,2,10.0,2017-09-27,5000000.0,microempresarial
industria,fabrica de arepas,robledo,2,7.0,2016-02-15,6000000.0,microempresarial
industria,fabrica de,manrique oriental,2,3.0,2018-04-19,300000000.0,microempresarial
industria,fabrica de,campo valdes no. 1,2,4.0,2017-03-09,3500000.0,microempresarial
comercio,comidas rapidas,manrique central no. 1,2,4.0,2018-05-11,7800000.0,microempresarial
comercio,comidas rapidas,andalucia,2,2.0,2017-05-30,73777000.0,microempresarial
comercio,comidas rapidas,belen,2,16.0,2017-10-10,5000000.0,microempresarial
servicio,peluqueria,san javier no.1,3,13.0,2018-08-01,7600000.0,microempresarial
industria,fabrica de calzado,santa cruz,2,2.0,2017-02-23,7340000.0,microempresarial
servicio,mantenimiento en,doce de octubre no.1,1,6.0,2018-05-04,7000000.0,microempresarial
comercio,variedades,el socorro,2,13.0,2018-12-06,780000000.0,microempresarial
servicio,peluqueria,buenos aires,3,9.0,2018-06-07,6000000.0,microempresarial
industria,fabrica de,cabecera san antonio,3,80.0,2017-04-18,730000000.0,microempresarial
servicio,gimnasio,manrique central no. 2,2,3.0,2017-05-09,5000000.0,microempresarial
comercio,variedades,pedregal,1,6.0,2018-11-06,400000000.0,microempresarial
comercio,variedades,robledo,1,7.0,2017-11-10,7000000.0,microempresarial
comercio,joyeria,robledo,2,7.0,2016-06-28,2000000.0,microempresarial
industria,fabrica de,doce de octubre no.1,1,6.0,2017-10-04,7377000.0,microempresarial
comercio,papeleria,belen,2,16.0,2016-11-01,4500000.0,microempresarial
comercio,papeleria,san javier no.1,2,13.0,2018-11-13,7800000.0,microempresarial
industria,fabrica de,santa elena central,2,60.0,2018-11-21,3000000.0,microempresarial
comercio,variedades,santa cruz,2,2.0,2016-09-05,6000000.0,microempresarial
industria,fabrica de,cabecera san cristobal,3,60.0,2017-10-03,7000000.0,microempresarial
industria,deposito de,el diamante,2,7.0,2018-03-22,7800000.0,microempresarial
industria,papeleria,san javier no.1,3,13.0,2018-05-30,7800000.0,microempresarial
industria,fabrica de alimentos,llanaditas,2,8.0,2017-06-01,5000000.0,microempresarial
comercio,variedades,castilla,3,5.0,2017-09-29,5000000.0,microempresarial
comercio,variedades,andalucia,2,2.0,2018-04-04,7800000.0,microempresarial
comercio,comidas rapidas,santa cruz,2,2.0,2018-06-15,4000000.0,microempresarial
comercio,comidas rapidas,san javier no.1,3,13.0,2018-06-18,7140000.0,microempresarial
comercio,restaurante,belen,3,16.0,2017-05-19,4000000.0,microempresarial
servicio,mantenimiento en,robledo,2,7.0,2017-12-06,7300000.0,microempresarial
servicio,comidas rapidas,cabecera san cristobal,3,60.0,2016-08-22,5000000.0,microempresarial
industria,fabrica de,manrique central no. 1,3,4.0,2017-11-07,5000000.0,microempresarial
comercio,restaurante,san javier no.1,1,13.0,2017-05-08,3000000.0,microempresarial
comercio,comidas rapidas,llanaditas,2,8.0,2016-08-19,6890000.0,microempresarial
comercio,tienda,robledo,1,7.0,2017-05-08,7000000.0,microempresarial
comercio,variedades,santa cruz,2,2.0,2017-11-17,4500000.0,microempresarial
comercio,tienda,belen,3,16.0,2018-03-21,5000000.0,microempresarial
servicio,cafe e internet,popular,1,1.0,2019-04-24,6000000.0,microempresarial
comercio,productos de belleza,picachito,2,6.0,2018-10-25,7800000.0,microempresarial
industria,fabrica de,belen,2,16.0,2017-09-22,6000000.0,microempresarial
comercio,comidas rapidas,manrique central no. 1,3,4.0,2017-09-18,3000000.0,microempresarial
agropecuaria,sembrados,santa elena central,1,90.0,2017-04-20,7000000.0,agropecuaria
servicio,almacen de ropa en,playon de los,1,2.0,2016-08-05,6800000.0,microempresarial
servicio,peluqueria,robledo,1,7.0,2017-11-21,7377000.0,microempresarial
servicio,variedades,popular,2,1.0,2019-02-13,350000000.0,microempresarial
servicio,barberia,aranjuez,3,4.0,2018-05-24,7000000.0,microempresarial
comercio,comidas rapidas,moscu no. 1,2,2.0,2018-01-24,4000000.0,microempresarial
industria,fabrica de,popular,2,1.0,2018-07-24,4000000.0,microempresarial
industria,fabrica de,belen,2,16.0,2019-04-01,4000000.0,microempresarial
comercio,fabrica de helados,villa niza,1,2.0,2017-07-10,7370000.0,microempresarial
comercio,variedades,altavista,3,16.0,2018-01-30,5800000.0,microempresarial
industria,fabrica de calzado,manrique central no. 1,2,4.0,2017-03-30,6000000.0,microempresarial
comercio,tienda,cabecera san cristobal,2,60.0,2017-06-15,7300000.0,microempresarial
comercio,charcuteria,castilla,2,5.0,2017-02-08,2000000.0,microempresarial
comercio,almacen de ropa en,cordoba,3,7.0,2016-08-18,6890000.0,microempresarial
comercio,comidas rapidas,campo valdes no. 1,3,4.0,2017-11-09,4200000.0,microempresarial
comercio,tienda,doce de octubre no.1,2,6.0,2017-07-24,7300000.0,microempresarial
comercio,comidas rapidas,manrique central no. 2,2,3.0,2018-07-16,2000000.0,microempresarial
industria,fabrica de,aranjuez,2,4.0,2018-01-24,700000000.0,microempresarial
servicio,comidas rapidas,doce de octubre no.1,2,6.0,2017-03-06,7000000.0,microempresarial
comercio,almacen de ropa en,villa niza,2,2.0,2018-08-14,3000000.0,microempresarial
comercio,variedades,campo valdes no. 1,3,4.0,2018-03-13,5000000.0,microempresarial
comercio,miscelanea,robledo,1,7.0,2019-03-05,6000000.0,microempresarial
industria,fabrica de,cabecera san cristobal,2,60.0,2018-02-21,3000000.0,microempresarial
comercio,sembrados,picacho,1,6.0,2017-12-07,14000000.0,agropecuaria
agropecuaria,criadero de animales,palmitas,1,50.0,2018-03-14,7800000.0,microempresarial
comercio,comidas rapidas,santa cruz,2,2.0,2018-05-31,500000000.0,microempresarial
comercio,legumbreria,la america,3,12.0,2017-02-01,3000000.0,microempresarial
comercio,comidas rapidas,playon de los,3,2.0,2018-07-04,7800000.0,microempresarial
comercio,variedades,santa elena central,2,90.0,2017-07-25,7377000.0,microempresarial
comercio,granero,13 de noviembre,2,8.0,2019-02-18,6000000.0,microempresarial
comercio,distribuidora de,santo domingo savio,1,1.0,2016-03-31,3000000.0,microempresarial
comercio,restaurante,santa cruz,2,2.0,2018-02-28,4000000.0,microempresarial
industria,fabrica de alimentos,popular,2,1.0,2017-08-17,7000000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2017-12-05,7000000.0,microempresarial
industria,fabrica de,santo domingo savio,1,1.0,2018-07-06,3500000.0,microempresarial
comercio,variedades,castilla,3,5.0,2018-03-23,7800000.0,microempresarial
industria,fabrica de,el socorro,2,13.0,2018-04-17,7800000.0,microempresarial
comercio,comidas rapidas,la pradera,3,13.0,2017-04-20,737700000.0,microempresarial
industria,fabrica de,buenos aires,1,9.0,2018-06-05,600000.0,microempresarial
servicio,peluqueria,manrique central no. 1,3,4.0,2018-01-19,5500000.0,microempresarial
comercio,variedades,aranjuez,2,4.0,2016-08-25,2000000.0,microempresarial
comercio,tienda,santa rosa de lima,1,13.0,2017-05-22,4000000.0,microempresarial
comercio,tienda de helados,jesus nazareno,3,10.0,2016-08-22,6890000.0,microempresarial
comercio,almacen de ropa en,robledo,2,7.0,2018-11-08,400000000.0,microempresarial
comercio,almacen de ropa en,san javier no.1,3,13.0,2018-05-04,700000000.0,microempresarial
industria,fabrica de,doce de octubre no.1,2,6.0,2016-05-24,6890000.0,microempresarial
comercio,almacen de ropa en,aranjuez,3,4.0,2019-02-15,5250000.0,microempresarial
agropecuaria,almacen de ropa en,buenos aires,3,9.0,2017-02-06,4400000.0,credioportuno
industria,fabrica de,san german,3,7.0,2016-09-26,4000000.0,microempresarial
comercio,comidas rapidas,san pablo,2,1.0,2018-06-14,2000000.0,microempresarial
comercio,comidas rapidas,belalcazar,2,5.0,2017-02-23,500000000.0,microempresarial
servicio,publicidad y,vrda. san cristobal,3,60.0,2016-02-02,9000000.0,empresarial ed.
industria,fabrica de,san javier no.1,2,13.0,2018-02-21,5000000.0,microempresarial
comercio,restaurante,guayabal,3,15.0,2017-06-06,7377000.0,microempresarial
servicio,lavadero de,buenos aires,2,9.0,2018-04-20,5000000.0,microempresarial
servicio,cafe e internet,enciso,1,8.0,2017-04-18,7000000.0,microempresarial
industria,fabrica de,la pradera,3,13.0,2017-10-13,7377000.0,microempresarial
comercio,almacen de ropa en,tricentenario,3,5.0,2016-11-17,6890000.0,microempresarial
comercio,papeleria,manrique central no. 2,1,3.0,2016-04-14,5000000.0,microempresarial
industria,taller de mecanica,granizal,2,1.0,2018-06-22,780000.0,microempresarial
comercio,almacen de ropa en,buenos aires,3,9.0,2017-09-13,7377000.0,microempresarial
servicio,peluqueria,manrique central no. 2,1,3.0,2017-12-06,7300000.0,microempresarial
comercio,restaurante,manrique central no. 1,1,4.0,2017-07-07,7377000.0,microempresarial
comercio,almacen de ropa en,san javier no.1,1,13.0,2018-06-07,1200000.0,microempresarial
servicio,peluqueria,villatina,1,8.0,2018-04-06,7000000.0,microempresarial
servicio,mantenimiento en,villatina,2,8.0,2017-02-01,6000000.0,microempresarial
comercio,fabrica de,san javier no.1,1,13.0,2018-07-18,250000000.0,microempresarial
comercio,tienda,picacho,1,6.0,2018-11-15,7000000.0,microempresarial
industria,fabrica de colchones,la floresta,2,12.0,2018-02-20,7300000.0,microempresarial
comercio,almacen de ropa en,calasanz,2,12.0,2018-11-13,7800000.0,microempresarial
industria,fabrica de,manrique oriental,2,3.0,2017-03-06,7300000.0,microempresarial
comercio,almacen de ropa en,popular,2,1.0,2018-10-29,7800000.0,microempresarial
industria,panaderia,enciso,2,8.0,2018-04-09,7800000.0,microempresarial
industria,fabrica de alimentos,campo valdes no. 1,3,4.0,2018-08-29,7800000.0,microempresarial
comercio,variedades,enciso,2,8.0,2018-01-16,7000000.0,microempresarial
industria,fabrica de calzado,enciso,1,8.0,2017-11-07,73000000.0,microempresarial
comercio,almacen de ropa en,robledo,2,7.0,2016-10-11,6000000.0,microempresarial
servicio,barberia,campo valdes no. 1,3,4.0,2016-11-30,6890000.0,microempresarial
comercio,cerrajeria,el pinal,2,8.0,2017-01-10,7377710.0,microempresarial
comercio,taller de mecanica,robledo,3,7.0,2017-08-23,7370000.0,microempresarial
industria,fabrica de,la floresta,3,12.0,2017-02-23,4500000.0,microempresarial
servicio,peluqueria,robledo,2,7.0,2017-08-09,6000000.0,microempresarial
servicio,comidas rapidas,centro admtivo,1,10.0,2016-04-08,4136729.0,microempresarial
industria,fabrica de,el socorro,2,13.0,2017-02-14,7377000.0,microempresarial
comercio,variedades,manrique central no. 2,3,3.0,2016-08-23,3500000.0,microempresarial
comercio,variedades,loreto,3,9.0,2017-04-26,7370000.0,microempresarial
industria,fabrica de,san javier no.1,3,13.0,2018-02-06,5000000.0,microempresarial
comercio,variedades,enciso,1,60.0,2017-08-01,5000000.0,microempresarial
comercio,tienda,20 de julio,2,13.0,2017-02-20,5000000.0,microempresarial
industria,fabrica de,castilla,2,5.0,2018-07-16,7800000.0,microempresarial
industria,fabrica de,calasanz,3,12.0,2016-11-11,6800000.0,microempresarial
industria,fabrica de,popular,2,1.0,2017-08-31,3000000.0,microempresarial
servicio,comidas rapidas,picacho,1,6.0,2017-04-24,7377000.0,microempresarial
comercio,cafeteria,toscana,3,5.0,2018-02-28,3000000.0,microempresarial
comercio,comidas rapidas,aranjuez,2,4.0,2018-04-27,2000000.0,microempresarial
comercio,comidas rapidas,santa cruz,2,2.0,2018-05-31,7800000.0,microempresarial
industria,fabrica de,villa hermosa,3,8.0,2018-05-22,7000000.0,microempresarial
industria,fabrica de,guayabal,1,15.0,2016-04-07,6890000.0,microempresarial
servicio,peluqueria,robledo,3,7.0,2017-07-04,7377000.0,microempresarial
servicio,peluqueria,tejelo,3,5.0,2017-04-26,7300000.0,microempresarial
comercio,variedades,cabecera san cristobal,2,60.0,2018-09-24,6000000.0,microempresarial
industria,fabrica de,doce de octubre no.1,2,6.0,2017-08-08,7000000.0,microempresarial
servicio,comidas rapidas,pedregal,3,6.0,2016-04-01,6800000.0,microempresarial
industria,fabrica de,alfonso lopez,3,5.0,2017-11-27,3000000.0,microempresarial
comercio,restaurante,francisco antonio zea,2,5.0,2017-09-12,6000000.0,microempresarial
comercio,distribuidora de,la francia,2,2.0,2017-07-25,6500000.0,microempresarial
servicio,tienda,belen,2,16.0,2019-05-09,2200000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2017-09-20,1500000.0,microempresarial
servicio,peluqueria,aranjuez,1,4.0,2018-06-06,3000000.0,microempresarial
comercio,tienda,villatina,1,8.0,2019-06-25,5000000.0,microempresarial
comercio,tienda,villa hermosa,3,8.0,2017-09-29,7370000.0,microempresarial
comercio,comidas rapidas,cabecera san cristobal,2,60.0,2018-07-25,7800000.0,microempresarial
comercio,variedades,santo domingo savio,1,1.0,2018-06-05,5000000.0,microempresarial
comercio,tienda,moravia,1,4.0,2018-02-07,7800000.0,microempresarial
comercio,venta de calzado,manrique central no. 1,2,4.0,2019-05-02,3000000.0,microempresarial
comercio,legumbreria,pedregal alto,2,60.0,2018-11-28,5000000.0,microempresarial
comercio,variedades,enciso,1,8.0,2018-02-20,6000000.0,microempresarial
servicio,papeleria,san javier no.1,2,13.0,2016-11-30,3000000.0,microempresarial
servicio,restaurante,manrique central no. 2,1,3.0,2016-03-10,6890000.0,microempresarial
industria,fabrica de,barrio caicedo,1,9.0,2018-08-02,7800000.0,microempresarial
servicio,comidas rapidas,manrique central no. 2,1,3.0,2016-04-25,3000000.0,microempresarial
comercio,variedades,manrique central no. 2,2,3.0,2018-08-27,7800000.0,microempresarial
servicio,tienda de helados,juan xxiii la quiebra,2,13.0,2018-01-16,4000000.0,microempresarial
comercio,cafe e internet,cabecera san antonio,2,80.0,2017-06-05,5500000.0,microempresarial
comercio,charcuteria,el socorro,2,13.0,2016-10-06,6890000.0,microempresarial
comercio,tienda,versalles no. 2,1,3.0,2016-09-19,6890000.0,microempresarial
comercio,variedades,robledo,2,7.0,2016-03-11,6800000.0,microempresarial
industria,fabrica de,popular,2,1.0,2018-04-16,5000000.0,microempresarial
comercio,variedades,la candelaria,3,10.0,2017-06-28,6000000.0,microempresarial
servicio,peluqueria,santo domingo savio,1,1.0,2018-10-03,3000000.0,microempresarial
comercio,variedades,belencito,2,13.0,2018-01-29,7800000.0,microempresarial
servicio,barberia,san javier no.1,3,13.0,2018-04-12,6000000.0,microempresarial
comercio,variedades,andalucia,2,2.0,2018-05-25,4000000.0,microempresarial
comercio,variedades,san german,3,7.0,2018-04-25,19531000.0,empresarial ed.
comercio,tienda,castilla,3,5.0,2019-04-10,4000000.0,microempresarial
servicio,lavadero de,la loma,2,60.0,2017-09-06,7300000.0,microempresarial
comercio,almacen de ropa en,la francia,2,2.0,2018-08-03,4500000.0,microempresarial
agropecuaria,criadero de animales,manrique central no. 1,1,4.0,2017-08-28,5000000.0,microempresarial
industria,fabrica de,villa del socorro,2,2.0,2018-10-26,780000.0,microempresarial
servicio,peluqueria,campo valdes no. 1,2,4.0,2017-11-03,7300000.0,microempresarial
comercio,variedades,robledo,1,7.0,2017-03-02,3000000.0,microempresarial
comercio,variedades,la esperanza,1,6.0,2018-05-29,3500000.0,microempresarial
comercio,papeleria,villa flora,2,7.0,2016-11-28,6890000.0,microempresarial
comercio,tienda,juan xxiii la quiebra,1,13.0,2019-05-20,8200000.0,microempresarial
comercio,variedades,buenos aires,3,9.0,2017-10-26,32000000.0,empresarial ed.
industria,tienda,castilla,3,5.0,2019-03-07,5000000.0,microempresarial
comercio,tienda,el salvador,3,9.0,2018-05-08,7800000.0,microempresarial
servicio,mantenimiento en,san javier no.1,2,12.0,2019-04-24,7500000.0,microempresarial
comercio,almacen de ropa en,las brisas,3,5.0,2017-01-27,6000000.0,microempresarial
comercio,variedades,santa cruz,2,2.0,2017-09-12,3000000.0,microempresarial
comercio,variedades,manrique oriental,3,3.0,2019-05-31,7500000.0,microempresarial
comercio,tienda,la esperanza,1,6.0,2017-05-11,2000000.0,microempresarial
comercio,deposito de,manrique central no. 2,2,3.0,2016-12-13,6890000.0,microempresarial
comercio,variedades,enciso,2,8.0,2018-08-09,7800000.0,microempresarial
comercio,taller de electronica,villa niza,2,2.0,2017-03-15,3000000.0,microempresarial
comercio,distribuidora de,robledo,2,7.0,2018-04-27,7800000.0,microempresarial
comercio,almacen de ropa en,cabecera san cristobal,2,60.0,2018-10-26,7000000.0,microempresarial
comercio,almacen de ropa en,manrique central no. 2,2,3.0,2018-04-12,7800000.0,microempresarial
comercio,variedades,la francia,2,2.0,2017-05-23,7000000.0,microempresarial
servicio,variedades,pedregal,3,6.0,2016-11-23,6890000.0,microempresarial
comercio,variedades,manrique central no. 1,2,4.0,2018-10-24,7000000.0,microempresarial
comercio,papeleria,san javier no.1,2,13.0,2016-05-02,5000000.0,microempresarial
comercio,variedades,belen,3,16.0,2017-07-12,7000000.0,microempresarial
servicio,productos de belleza,enciso,2,8.0,2018-08-24,7000000.0,microempresarial
comercio,variedades,doce de octubre no.1,2,6.0,2017-07-12,29909900.0,microempresarial
servicio,peluqueria,robledo,2,7.0,2018-05-23,4000000.0,microempresarial
comercio,tienda,santa cruz,2,2.0,2019-03-18,5000000.0,microempresarial
comercio,miscelanea,olaya herrera,1,7.0,2016-10-20,400000000.0,microempresarial
comercio,tienda,castilla,2,5.0,2017-11-27,7300000.0,microempresarial
comercio,almacen de ropa en,manrique central no. 1,2,4.0,2017-08-24,7000000.0,microempresarial
servicio,peluqueria,castilla,3,5.0,2018-04-30,7000000.0,microempresarial
comercio,drogueria,manrique central no. 1,2,4.0,2018-03-12,7000000.0,microempresarial
servicio,peluqueria,guayabal,3,7.0,2019-02-28,7500000.0,microempresarial
comercio,peluqueria,santander,2,6.0,2017-08-31,7000000.0,microempresarial
comercio,legumbreria,sucre,3,8.0,2017-01-17,7000000.0,microempresarial
industria,fabrica de helados,picacho,2,6.0,2016-03-08,6000000.0,microempresarial
industria,fabrica de,robledo,1,7.0,2018-06-06,2300000.0,microempresarial
servicio,mantenimiento en,manrique central no. 2,3,3.0,2016-02-24,6443500.0,microempresarial
comercio,taller de electronica,belencito,2,13.0,2017-08-01,4000000.0,microempresarial
comercio,variedades,villa hermosa,3,8.0,2018-03-06,5500000.0,microempresarial
comercio,variedades,la francia,2,2.0,2017-04-19,7370000.0,microempresarial
comercio,tienda naturista,cabecera san antonio,3,80.0,2018-03-07,5500000.0,microempresarial
industria,fabrica de,castilla,2,5.0,2017-01-17,6000000.0,microempresarial
comercio,tienda,robledo,2,7.0,2017-11-24,7377000.0,microempresarial
comercio,almacen de ropa en,belalcazar,3,5.0,2019-06-28,2200000.0,microempresarial
comercio,comidas rapidas,pedregal,3,6.0,2018-06-22,3000000.0,microempresarial
comercio,comidas rapidas,belen,2,16.0,2018-10-03,1200000.0,microempresarial
comercio,comidas rapidas,santa cruz,2,2.0,2017-01-19,5000000.0,microempresarial
comercio,tienda,enciso,1,8.0,2017-06-20,7377000.0,microempresarial
servicio,variedades,belen,2,16.0,2017-07-31,7300000.0,microempresarial
comercio,distribuidora de,el pinal,1,8.0,2016-04-12,27000000.0,empresarial ed.
servicio,barberia,alfonso lopez,2,5.0,2017-10-11,4000000.0,microempresarial
comercio,almacen de ropa en,san javier no.1,2,13.0,2019-04-05,6000000.0,microempresarial
industria,fabrica de,carpinelo,1,1.0,2018-07-24,5000000.0,microempresarial
servicio,mantenimiento en,castilla,2,5.0,2018-03-13,5000000.0,microempresarial
comercio,comidas rapidas,aranjuez,2,4.0,2018-04-09,4500000.0,microempresarial
comercio,organizacion y,santo domingo savio,2,1.0,2018-05-02,7800000.0,microempresarial
comercio,variedades,villa hermosa,3,8.0,2018-06-27,780000000.0,microempresarial
comercio,tienda,santo domingo savio,1,1.0,2018-09-14,7800000.0,microempresarial
industria,fabrica de,maria cano,1,3.0,2018-03-01,3000000.0,microempresarial
industria,fabrica de,la francia,2,2.0,2018-09-14,4500000.0,microempresarial
servicio,peluqueria,pablo vi,2,2.0,2018-01-29,7500000.0,microempresarial
comercio,cafe e internet,enciso,3,8.0,2016-07-12,5000000.0,microempresarial
comercio,productos de belleza,andalucia,2,2.0,2017-04-21,7000000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2018-04-11,7000000.0,microempresarial
comercio,peluqueria,picacho,1,6.0,2018-03-13,7000000.0,microempresarial
servicio,fabrica de,santa cruz,2,2.0,2017-05-23,7000000.0,microempresarial
industria,fabrica de calzado,castilla,3,5.0,2018-07-23,7600000.0,microempresarial
industria,carpinteria,buenos aires,3,9.0,2016-06-30,6890000.0,microempresarial
servicio,mantenimiento en,san javier no.2,1,13.0,2018-10-25,7800000.0,microempresarial
comercio,variedades,san jose de la cima no.,1,3.0,2017-11-09,2500000.0,microempresarial
servicio,fabrica de ceramica,olaya herrera,1,7.0,2018-10-18,5000000.0,microempresarial
comercio,comidas rapidas,la francia,2,2.0,2016-12-07,4000000.0,microempresarial
comercio,tienda,cabecera san cristobal,1,60.0,2018-04-12,1200000.0,microempresarial
comercio,comidas rapidas,enciso,2,8.0,2017-11-28,7377000.0,microempresarial
industria,panaderia,aranjuez,2,4.0,2018-04-17,7800000.0,microempresarial
comercio,tienda,campo valdes no. 1,2,4.0,2018-02-01,7800000.0,microempresarial
comercio,peluqueria,manrique oriental,3,3.0,2016-06-21,4000000.0,microempresarial
industria,carpinteria,kennedy,2,6.0,2017-11-20,7000000.0,microempresarial
comercio,comidas rapidas,moravia,2,4.0,2017-06-23,7377000.0,microempresarial
comercio,comidas rapidas,robledo,2,7.0,2016-07-08,500000000.0,microempresarial
industria,fabrica de,manrique central no. 1,3,4.0,2017-09-13,7370000.0,microempresarial
comercio,distribuidora de,belencito,2,13.0,2018-12-21,7800000.0,microempresarial
servicio,restaurante,san javier no.1,3,13.0,2016-06-03,6890000.0,microempresarial
servicio,barberia,enciso,2,8.0,2016-12-28,4000000.0,microempresarial
comercio,marroquineria,la floresta,2,12.0,2017-11-01,7300000.0,microempresarial
comercio,variedades,manrique central no. 1,1,4.0,2017-02-13,5000000.0,microempresarial
comercio,variedades,tricentenario,2,5.0,2018-04-16,7800000.0,microempresarial
servicio,peluqueria,guayabal,3,15.0,2017-11-01,7377000.0,microempresarial
comercio,variedades,castilla,3,5.0,2019-01-28,8000000.0,microempresarial
comercio,comidas rapidas,robledo,3,9.0,2017-03-09,7300000.0,microempresarial
industria,fabrica de,buenos aires,3,9.0,2016-12-07,600000000.0,microempresarial
servicio,peluqueria,cordoba,3,7.0,2018-02-28,600000000.0,microempresarial
comercio,variedades,cabecera san cristobal,1,60.0,2018-09-18,3000000.0,microempresarial
comercio,panaderia,santa cruz,2,2.0,2018-05-17,10000000.0,empresarial ed.
comercio,tienda de helados,cabecera san cristobal,2,60.0,2018-12-13,7000000.0,microempresarial
servicio,mantenimiento en,villa hermosa,3,8.0,2018-10-03,257230.0,microempresarial
comercio,variedades,manrique central no. 2,3,3.0,2016-09-26,5000000.0,microempresarial
comercio,tienda,cabecera san cristobal,2,60.0,2017-03-22,2500000.0,microempresarial
comercio,almacen de ropa en,santa cruz,1,2.0,2017-08-04,7377000.0,microempresarial
comercio,tienda de helados,belen,2,16.0,2017-05-10,400000000.0,microempresarial
servicio,peluqueria,manrique central no. 1,2,4.0,2018-07-12,6000000.0,microempresarial
industria,fabrica de,robledo,1,7.0,2016-04-01,6890000.0,microempresarial
comercio,variedades,san pablo,2,1.0,2017-11-28,5000000.0,microempresarial
servicio,fabrica de muebles,santa lucia,3,12.0,2016-08-26,6890000.0,microempresarial
comercio,variedades,robledo,3,7.0,2018-03-22,300000000.0,microempresarial
comercio,variedades,robledo,2,7.0,2017-11-01,5000000.0,microempresarial
comercio,comidas rapidas,villatina,1,8.0,2017-06-16,5000000.0,microempresarial
comercio,variedades,guayabal,2,15.0,2018-06-20,3800000.0,microempresarial
comercio,almacen de ropa en,manrique central no. 1,1,4.0,2017-08-10,400000000.0,microempresarial
servicio,comidas rapidas,aranjuez,2,4.0,2016-04-12,4136000.0,microempresarial
comercio,tienda,moravia,2,4.0,2018-05-10,4000000.0,microempresarial
servicio,fabrica de juegos,belen,3,16.0,2017-07-12,7377000.0,microempresarial
servicio,peluqueria,santa cruz,1,2.0,2017-03-28,3500000.0,microempresarial
comercio,variedades,la loma,2,60.0,2016-06-15,5000000.0,microempresarial
industria,fabrica de,moravia,1,4.0,2018-04-05,780000000.0,microempresarial
comercio,legumbreria,carpinelo,1,1.0,2018-05-11,2500000.0,microempresarial
comercio,tienda,la colina,3,15.0,2019-05-03,6000000.0,microempresarial
industria,fabrica de calzado,calasanz,3,12.0,2018-11-29,7800000.0,microempresarial
comercio,miscelanea,castilla,2,5.0,2018-11-07,7800000.0,microempresarial
servicio,fotografia,belen,3,16.0,2018-09-10,7800000.0,microempresarial
comercio,restaurante,doce de octubre no.1,2,6.0,2018-01-16,7800000.0,microempresarial
comercio,variedades,castilla,3,5.0,2018-05-17,7800000.0,microempresarial
servicio,criadero de animales,robledo,2,7.0,2016-12-07,5000000.0,microempresarial
comercio,tienda,robledo,2,7.0,2017-01-23,7377000.0,microempresarial
servicio,variedades,manrique central no. 1,2,4.0,2017-05-18,7300000.0,microempresarial
comercio,tienda,manrique central no. 1,2,4.0,2017-02-27,7000000.0,microempresarial
comercio,tienda,manrique central no. 1,2,4.0,2016-09-05,6890000.0,microempresarial
comercio,variedades,popular,2,1.0,2016-10-28,6890000.0,microempresarial
industria,fabrica de,manrique central no. 1,2,4.0,2018-12-05,5000000.0,microempresarial
comercio,variedades,robledo,3,7.0,2017-07-13,7000000.0,microempresarial
servicio,cafe e internet,san pablo,1,1.0,2016-11-19,6800000.0,microempresarial
industria,fabrica de,santa cruz,2,2.0,2018-06-15,6000000.0,microempresarial
industria,fabrica de alimentos,boston,3,10.0,2016-10-13,15000000.0,juridica y cap.semilla
comercio,variedades,robledo,3,7.0,2018-02-02,7800000.0,microempresarial
industria,fabrica de,buenos aires,2,9.0,2018-01-24,4000000.0,microempresarial
comercio,venta de calzado,20 de julio,1,13.0,2018-08-23,7000000.0,microempresarial
industria,fabrica de,cabecera san cristobal,2,60.0,2016-12-22,5000000.0,microempresarial
comercio,comidas rapidas,buenos aires,2,9.0,2017-04-20,5000000.0,microempresarial
industria,fabrica de,llanaditas,2,8.0,2017-06-30,7200000.0,microempresarial
servicio,taller de mecanica,cabecera san cristobal,2,60.0,2017-06-05,7000000.0,microempresarial
comercio,distribuidora de,campo valdes no. 2,3,3.0,2018-11-08,4000000.0,microempresarial
servicio,criadero de animales,altavista,2,16.0,2017-06-16,14000000.0,agropecuaria
